,review,review_en
1043,家乡的特产，吃起来还不错，非常劲道，送人也不错。支持！,"Hometown specialty, eat well, very good, give as good. stand by!"
1044,还好吧,Okay
1045,"六月六号首发买的机器，京东的物流十分快速，今天来评价一下，优点：外观很惊艳，性能配置很强劲，拍照功能很强大性价比很不错，缺点：屏幕发红，外放喇叭一般，用户可用存储空间太小只有45g，有的人有50g可用，不知道是什么原因，系统还是老样子，卡顿时有发生，各种bug不断出现，延续了努比亚的系统优化老传统?，充电充不满时有发生，6.18活动时有人用券2500买到了，才新出的机器十来天就变相的降价了三百元，首发用户很受伤，在说说碎屏险，首发的用户购买机器时碎屏险还没有出来，20号时碎屏险出来了，可是首发用户已经过了购买新机器10天内补购碎屏险的机会，问了京东，还有努比亚官方，都说不可以购买，超过新机购买期限了，你们的原因，推到客户身上，十分生气，首发用户都是真粉丝，老牛仔，才买的努比亚，可是到头来就这么对待首发用户，做为从14年开始到现在买了努比亚z7mini,z7max，z11minis,z17四款机器首发购买的老牛仔，我很受伤，觉得愤怒，不把首发用户，老用户当回事，所以下一次换机很大程度考虑和努比亚说再见了！！！！最后想说一句努比亚！想说爱你不容易！！！","June 6 starting to buy the machine, Jingdong logistics is very fast, today to evaluate, the advantages: the appearance is very stunning, the performance configuration is very strong, the camera is very powerful, the price is very good, disadvantages: red screen, Users available storage space is too small only 45g, some people have 50g available, do not know what is the reason, the system is still the same, Caton has occurred, various bugs continue to appear, continues Nubian system optimization tradition? Charging charging dissatisfied from time to time, 6.18 activities when someone bought vouchers 2500, the new machine ten days to disguise the price of three hundred dollars, the first user was injured, talking about broken screen insurance, the first user to buy When the machine broken screen insurance has not come out, the 20th broken screen out of danger, but the first user has been to buy new machines within 10 days to buy broken screen insurance opportunities, asked Jingdong, as well as Nubian officials say Can not buy more than the deadline for buying a new machine, your reason, pushed to the customer who was very angry, the first user is a real fan, the old cowboy, bought Nubian, but in the end So treat the first user, as from 14 years ago to buy the Nubian z7mini, z7max, z11minis, z17 four machines starting to buy the old cowboy, I was injured, I feel angry, not to the first user, the old user when Anyway, so the next replacement a lot to consider and Nubia said goodbye! ! ! ! Finally want to say a Nubian! Love to say you are not easy! ! !"
1046,好好好好好好好好好好好好,Good Well Well Well Well Well
1047,与图相符。,In line with the figure.
1048,里面的肉真心不怎么多，好多稀糊糊的汤汁。再增加点肉吧。不如另一个厂家的罐头肉多。,"The meat inside really not much, a lot of thin paste soup. Add more meat. Not as good as another manufacturer canned meat."
1049,很好，服务态度也好，我买回家送给我奶奶的。相信她会很喜欢!(人˘︶˘*)♡,"Very good, service attitude Ye Hao, I bought my home to give my grandmother. I believe she will really like! (People ˘) ˘ *) ♡"
1050,细节不够精致，大体还是相符的。,"Details are not refined enough, in general or consistent."
1051,很满意，下次还会买,"Very satisfied, will buy next time"
1052,买来做面包用,Bought for bread
1053,手机不错 配置很好 支持京东,Nice phone configuration support Jingdong
1054,还好，味道不是我喜欢吃的,"Fortunately, the taste is not what I like to eat"
1055,盒子收到！就是小了点，没有想象中那么大！但是盒子完好快递神速给个五星好评吧！,"Box received! Is a small point, not imagined so big! But the box intact courier to a five-star praise!"
1056,口感太差了！坏了不少！不会再买了！,Taste bad! A lot of bad! Will not buy it again!
1057,狗狗喜欢,Dogs like it
1058,真的是一言难尽,Really a word hard
1059,糖化了，里头密密麻麻的看不见是什么图案，挺好吃的，来的货太慢了五六天才来,"Saccharified, there are numerous invisible patterns, very delicious, to the goods too slow"
1060,不知带待机如何 给老爸买的,I do not know how to buy a father with standby
1061,真好,that's nice
1062,无良商家 欺骗客户 商品极度差评 售后服务不给处理，各种说法各种理由的推脱，，，，一星都不想给,"Unscrupulous merchants deceive customers extremely poor evaluation of customer service does not give treatment, all kinds of argument shirk various reasons ,,,, a star does not want to give"
1063,味道好难闻,Taste bad
1064,快递飞快，到手第一感觉香槟金没有那么金，淡淡的也挺好！然后就是机器是全新的，充电插口，耳塞孔未见使用痕迹！最后拍照，性能和续航都很满意；拍照很清晰，但是下面的那个摄像头貌似遮住也没什么变化，不太懂！玩穿越火线大型游戏很流畅，屏幕没发现色差。续航能力很强，轻度两天，中度一天半，重度一天基本可以！系统很好很流畅，国产安卓手机优化最好的系统没有之一！不足的就是自动调节亮度和做工精细这两点！总之，这台手机性价比很高，实用性强，全能机，值得购买！,"Express fast, first hand feeling champagne gold is not so gold, a touch of good! Then the machine is brand new, charging socket, earplugs no trace of use! The last photo, performance and battery life are very satisfied; camera is very clear, but below the camera looks like cover no change, do not understand! Play through FireWire large game is very smooth, the screen did not find color. Life is strong, mild two days, moderate day and a half, a day can be a heavy day! The system is very good and very smooth, the best domestic mobile phone optimization Android system without one! Insufficient is the automatic adjustment of brightness and workmanship these two points! In short, this phone is cost-effective, practical, all-around machine, it is worth buying!"
1065,严格按照说明书上的煮的时间来的，多了就软了，少了还硬。自己配的菜。味道还行。,"In strict accordance with the instructions on the cook time, more soft, less hard. Own food. Taste okay."
1066,小孩很喜欢,Children like it very much
1067,不知道什么原因，没当地买的好吃。,"Do not know what the reason, did not buy locally delicious."
1068,快递太慢。,Express too slow
1069,不好，里面的糖全是。变形了,"Bad, all the sugar inside. Distorted"
1070,东西收到怎么里面不一样，床单也不一样，床单就四个边是一样。,"How things are received inside is not the same, the sheets are not the same, the four sides of the sheets is the same."
1071,还行吧猫还算喜欢,"Okay, I still like cats"
1072,混合得不是很平均，白巧克力太少了~,"Mixed is not very average, too little white chocolate ~"
1073,不错，挺好的,"Nice, very good"
1074,没送还收我运费，打电话态度很嚣张,"Did not send and receive my shipping charges, calling attitude is arrogant"
1075,非常差，巧克力都化了，一点保护措施都没有,"Very bad, the chocolates are all gone, no protection at all"
1076,很好，味道,"Very good, taste"
1077,包装很好，出厂日期也很近，以前买过，味道不错，这次还没尝,"Very good packaging, the date of manufacture is also very close, previously bought, good taste, this has not yet tasted"
1078,正品的、鸡很新鲜、味道不错。 就是童子鸡太小了。,"Genuine, chicken is fresh, good taste. It is too young boy chicken."
1079,煮了水果西米露挺不错的&hellip;&hellip;,Boiled fruit sago lush pretty good & hellip; & hellip;
1080,并不满意的一次购物。本身这是男朋友送的情人节礼物，当天接到卖家电话说拍的美版没有了，只有比利时版本，只有甜度的区别。结果隔天收到货后拍照给男朋友看了下，发现拍的松露，发的金装，价格差一倍，松露800多，金装400多。如果没有拍照给他看，直接当礼物收掉，卖家也不会发现发错货，白白损失400块。联系卖家换货后，再次收到发现收到的货和拍的还是不同，数量不错，也是松露，但是内容没有一颗是一样的。当时卖家电话联系时只说甜度不同，没说会变成另一种东西。再次联系卖家，还跟我强调比利时版本比美版好，美版只是宣传和外形好看。可是礼物不就是喜欢外形好看吗？非常不愉快的购物，也不想再换了，不管有没有被坑。不会再来也不建议其他人购买。,"Not satisfied with a shopping. This is the boyfriend Valentine's Day gift itself, the day the seller received a phone call that the US version is gone, only the Belgian version, only the difference between the sweetness. Results received the goods the next day after the photo taken to her boyfriend looked, and found the truffle, made of gold, double the price, truffle more than 800, more than 400 gold. If you do not take pictures to him, directly when the gift is received, the seller will not find the wrong goods, in vain of 400. Contact the seller after the replacement, once again received the receipt of the goods and beat or shot, the number of good, but also truffles, but the content is not the same one. When talking to the seller when the phone only said sweetness is different, did not say will become another kind of thing. Contact the seller again, also stressed to me that the Belgian version is better than the US version, the US version is only advertised and looks good. However, the gift is not like appearance looks good? Very unpleasant shopping, do not want to change, no matter whether there is pit. Will not come back nor advise other people to buy."
