,review,review_en
3437,送朋友的，还没有用后反馈。,"Send friends, no feedback after use."
3438,非常不做哦，以后会常常关顾。,"Do not do very much, will often care about."
3439,份量足。第一次吃，有点难吃，淡的，几乎无味，必须和其它东西搭配才能下咽。搞不懂怎么有人喜欢吃这水果，真不实惠。,"The amount of foot. The first time to eat, a little unpalatable, pale, almost tasteless, and other things must be able to swallow. Do not understand how some people like to eat this fruit, it is not affordable."
3440,凑单买的，不错，好吃！,"Coupons to buy, good, delicious!"
3441,包装还可以吧，就是物流太慢了，买了一个多星期才到,"Packaging is also right, that is, logistics is too slow, bought more than a week before"
3442,家里的泰迪，打死不吃。无论你饿她多久，无论这粮泡不泡水。她无数次地去到自己碗边闻闻狗粮，然后嫌弃地转头就走，有时候含到嘴里也要实在受不了似的吐出来，我站在一旁都能感觉到她的痛苦&hellip;&hellip; 不知道是不是她太挑食,"Teddy at home, killed do not eat. No matter how long you are hungry, no matter what the food is She went to his bowl many times to hear the dog food, and then turned away and disdain, and sometimes also really can not stand it into the mouth spit it out, I can feel her side of the pain ; do not know if she is too picky eaters"
3443,很香，狗狗很喜欢吃。颗粒小，方便小狗狗吃。下次还会再光顾的。5星。,"Very fragrant, dogs like to eat. Small particles, easy to eat a small dog. Will patronize next time. 5 stars."
3444,个大水多，比较甜，砂略粗,"A large juicy, more sweet, slightly thick sand"
3445,SB配送员居然说我电话打不通，还是我主动打电话过去问的，我家猫咪之前一直吃佩玛斯特的，后来换成了皇家，软便不说，还臭的要死，吃这个我觉得不臭，就是店家送的零食太少了。,"SB delivery staff actually said I can not get through the phone, or I took the initiative to call the past asked, my cat had been eating before Pemaste, and later replaced by royal, soft stool do not say, stinky death, eat this I think Not stinky, that is, the store sent snacks too little."
3446,很好！就是没有盒子,well! There is no box
3447,好硬。。和我想象的味道不大一样。,so hard. . And I imagine the taste is not the same.
3448,寄过来的封口是坏的，小泰迪这狗粮会放坏的。,"Sent over the seal is bad, small teddy this dog food will put bad."
3449,快递慢，找客服客服死光，急用的千万别在这买,"Slow delivery, customer service customer service die out, urgently do not buy this"
3450,1首先是物流没得说，京东的却是很快。 2随赠的礼品包括魔音小D和1more耳机，中规中矩，也都是正品。只是不明白为啥高配那么多货，而标配一直没有货，没货就干脆不出这种版本最好，还有就是套餐有货，单品没货也是醉了。 3不知道为何华为众多品牌都有折扣或者免息，唯独荣耀什么活动也没有，太火了么。 4说说手机，拆机很炫酷，本来想拿奶奶灰，最后拿了蓝色同样很，15道工艺拉丝背板美轮美奂。 5音量键和开机键有轻微松动能差一张纸，不影响使用，追求完美的处女座可能会有所介意，按键反馈适中清脆。 6虚拟键的取消和飞一般的前置指纹解锁Home键无疑是很大的进步了，提高了屏占比也提高了有效屏幕。 7天马屏幕分辨率没什么可多说，1080都一样像素点，只是显示效果色彩饱和度与三星屏幕还是有差距，作为旗舰机换个三星屏才能匹配960啊。 8前置摄像头美颜过度，磨皮一样。后置所谓单反摄像头言过其实，对焦快门反应迅速，像素足够，显示效果色彩还原和饱和度与单反有不小差距，色彩还原度和白平衡控制的不好，夜间拍照噪点控制需加强，不知是摄像头的差距还是屏幕的问题 9系统运行流畅，只是内存占用率有点高，性价比一般。,"First, logistics did not have to say, Jingdong is fast. 2 gifts with gifts, including magic sound small D and 1more headphones, quite satisfactory, are also genuine. Just do not understand why so high with so many goods, and the standard has not been out of stock, out of stock simply do not have this version of the best, there is a package in stock, a single product out of stock is drunk. 3 Do not know why many brands have Huawei discount or interest-free, only glory what activities did not, too fire it. 4 talk about the phone, disassemble is very cool, had wanted to take the grandmother gray, and finally took the blue is very, 15 craft brushed beautiful back. 5 Volume keys and power button slightly loose a bad paper, does not affect the use of the pursuit of the perfect Virgo may be mindful, the key feedback moderate crisp. 6 virtual key cancel and fly the general front fingerprint to unlock Home key is undoubtedly a great improvement, increased screen ratio also increased the effective screen. 7 days Ma screen resolution Nothing to say, 1080 are the same pixels, but the display color saturation and Samsung screen or there is a gap, as the flagship machine to change the Samsung screen to match 960 ah. 8 front camera beauty over, dermabrasion. Rear so-called SLR camera exaggerated, the focus shutter reaction quickly, enough pixels, display color reproduction and saturation and SLR there is not a small gap, color reproduction and white balance control is not good, night noise control camera to be strengthened, I do not know the camera The gap or the problem screen 9 System running smoothly, but a bit high memory usage, cost-effective in general."
3451,dfdf,dfdf
3452,还可以，颜色偏暗,"You can also, darker colors"
3453,不错不错表扬不错不错表扬,Not bad good commendable good commendable
3454,好吃，下次还会光顾。,"Delicious, will patronize next time."
3455,彩虹粘鼠板强力粘胶药老鼠贴捕鼠器诱鼠板 小号 6803,Rainbow sticky mouse board strong adhesive drug rat trap mouse trap board mouse trumpet 6803
3456,太少了我还以为很大,Too little I thought it was great
3457,狗狗还算喜欢,Dogs still like it
3458,沙姜挺新鲜的，嗯，就是买多了，现在还有一盒子,"Sha Jiang quite fresh, ah, that is, buy more, and now there is a box"
3459,狗狗不吃不喜欢,Do not eat dogs do not like
3460,蜜朋 （MIPENG） 一级优质白砂糖400g,Honey (MIPENG) a high-quality white sugar 400g
3461,这个黑巧克力还比较纯，不错。都是单独小包装，携带方便。就是赶上双十一物流太慢了。做活动购买还是比较值,"This dark chocolate is still relatively pure, not bad. Are individually packaged, easy to carry. It is too slow to catch up with the Double-11 logistics. Do activities to buy or compare value"
3462,不知道为啥没封好口，还有一点小漏气，难道是自己封的吗？价格实惠，味道也可以，如果这个封口不这样就好了，希望卖家发货能仔细检查，上次买的没这样，可能是个别现象吧，好评吧,"Do not know why not seal well, there is a little leak, is it sealed? Affordable, the taste can be, if the seal is not like it, I hope the seller can carefully check the delivery, not the last to buy, it may be an individual phenomenon, praise it"
3463,不错，实惠，顾客喜欢,"Nice, affordable, customers like it"
3464,先不说狗粮怎么样。单单送货态度。真特么叼。那口气。真心没话说。,Not to mention dog food first. Delivery attitude alone. What special Diao. That tone. Really nothing to say.
3465,"这个骨头好大，金毛啃正合适，家里泰迪只能啃啃边了,下次得买一大一小了","This bone is big, golden hair nibble is right, teddy at home can only chew side, the next to buy a freshman small"
3466,111111111111111111111111111111111,111111111111111111111111111111111
3467,还没有使用,Not used yet
